,Hippocampus_X_Hippocampus_L,Hippocampus_X_Hippocampus_R,Hippocampus_X_combhubs,Hippocampus_X_nshubs,Hippocampus_X_sochubs,Hippocampus_L_X_Hippocampus_R,Hippocampus_L_X_combhubs,Hippocampus_L_X_nshubs,Hippocampus_L_X_sochubs,Hippocampus_R_X_combhubs,Hippocampus_R_X_nshubs,Hippocampus_R_X_sochubs,ws_combhubs,combhubs_X_nshubs,combhubs_X_sochubs,ws_nshubs,nshubs_X_sochubs,ws_sochubs
0,2.408915545815461,2.408915545815461,3.2905267314919247,1.3285393288568093,3.2905267314919247,2.408915545815461,3.2905267314919247,2.652069807902196,3.2905267314919247,2.652069807902196,-0.30023225938072184,2.878161739095483,2.408915545815461,0.5887932119109196,2.0537489106318225,-2.652069807902196,1.911035647549118,1.6257633862332344
1,2.197286376641052,2.197286376641052,2.878161739095483,2.257129244486225,-1.880793608151251,2.197286376641052,2.408915545815461,2.878161739095483,-3.2905267314918945,2.652069807902196,1.3165187184182598,0.39072570019687,3.2905267314919247,2.878161739095483,3.2905267314919247,0.986271298702238,2.408915545815461,2.5121443279304683
2,-1.75068607125217,-1.75068607125217,-3.2905267314918945,-1.8521798587690463,-0.08532879488562903,-1.75068607125217,-3.2905267314918945,-2.652069807902196,0.08029831289205504,-2.878161739095483,-0.6557266787982536,-0.19167090224842007,3.2905267314919247,1.4757910281791708,0.21213719831752406,0.10043372051146987,-1.3285393288568097,-1.2702376223931489
3,-0.6998836001973415,-0.6998836001973415,-2.014090812018139,-0.4789137341122559,0.83449873482574,-0.6998836001973415,-2.652069807902196,-2.014090812018139,2.197286376641052,-1.2815515655446004,0.9384756984115684,-0.3853204664075677,1.6448536269514722,1.4186537061727384,0.9944578832097528,1.0364333894937898,-0.20701262338518725,0.565108452006584
4,0.9153650878428138,0.9153650878428138,0.5828415072712162,-1.195222781437427,0.005013277548926657,0.9153650878428138,-0.962098753913142,-2.408915545815461,0.12566134685507416,1.6448536269514722,0.30023225938072184,-0.0953963690568919,-0.6682092997257233,-2.014090812018139,-0.07024331382191659,-3.2905267314918945,0.1105162035620418,1.6072478919002169
5,2.878161739095483,2.878161739095483,1.664562861202722,-0.7587535445043709,-1.0984684203398627,2.878161739095483,0.5475513533264013,-1.706043396888962,-1.6072478919002182,2.3263478740408408,0.1865671818365193,-0.26371439822153003,0.9002259857014332,0.2897598052289142,-2.878161739095483,-0.26371439822153003,-0.15096921549677725,0.9541652531461944
6,-1.1263911290388011,-1.1263911290388011,1.6448536269514722,1.911035647549118,2.5121443279304683,-1.1263911290388011,1.7991181068379685,2.1444106209118416,2.652069807902196,1.2265281200366105,1.5381988585840638,2.014090812018139,2.652069807902196,1.5892675570513932,-3.2905267314918945,1.5892675570513932,-3.2905267314918945,0.5244005127080407
7,-0.8927333243208557,-0.8927333243208557,0.6249559034946877,-1.0110343281418164,2.5121443279304683,-0.8927333243208557,0.2378466954177493,-1.205526795972518,1.5062617232782451,0.8559959854926822,-0.8927333243208557,3.2905267314919247,3.2905267314919247,3.2905267314919247,2.5121443279304683,1.977368428181946,2.878161739095483,2.197286376641052
8,-0.6249559034946874,-0.6249559034946874,-1.5381988585840642,-0.4676987991145082,1.911035647549118,-0.6249559034946874,-1.3165187184182603,-0.0953963690568919,1.664562861202722,-1.6849407678719148,-0.8778962950512288,1.8521798587690463,-0.2689086244537098,-0.8064212470182404,2.408915545815461,-2.408915545815461,1.490853355246661,2.014090812018139
9,-1.57178681650986,-1.57178681650986,0.9541652531461944,0.015040336678635672,-0.1155615971053833,-1.57178681650986,1.3658055625722725,0.2897598052289142,0.7454495481807891,0.3853204664075677,-0.2741101160351471,-0.8064212470182404,1.5892675570513932,1.977368428181946,0.8778962950512289,1.977368428181946,1.6448536269514722,1.1552208466119511
10,1.5547735945968535,1.5547735945968535,0.4234047223941829,-0.5887932119109196,-2.197286376641052,1.5547735945968535,1.1076800921478,0.005013277548926657,-2.0969274291643423,-0.4179276716694819,-1.1076800921478,-1.7279343223884187,1.4325027208258116,1.5381988585840638,3.2905267314919247,-0.6371916745044746,3.2905267314919247,2.878161739095483
11,0.4399131656732339,0.4399131656732339,2.878161739095483,2.652069807902196,2.197286376641052,0.4399131656732339,3.2905267314919247,2.878161739095483,3.2905267314919247,2.3263478740408408,2.096927429164342,1.1263911290388011,2.096927429164342,1.490853355246661,3.2905267314919247,0.0,1.0713768892802131,2.878161739095483
12,0.9462913579615758,0.9462913579615758,1.8521798587690463,-0.0953963690568919,1.0110343281418166,0.9462913579615758,1.664562861202722,-0.2533471031357997,1.4610562691869065,1.7279343223884185,0.02506890825871106,0.34246630146539064,-0.9944578832097528,-0.6495235958443252,-0.5417365601128168,-0.6007597742493189,0.1611185885107453,-2.652069807902196
13,1.6849407678719155,1.6849407678719155,-1.0625193022708668,0.4958503473474532,-1.880793608151251,1.6849407678719155,-2.0969274291643423,-0.5417365601128168,-1.911035647549118,0.33185334643681663,1.30468538522879,-1.3046853852287894,3.2905267314919247,2.652069807902196,0.9002259857014332,-0.915365087842814,0.41246312944140495,-3.2905267314918945
14,2.5121443279304683,2.5121443279304683,-2.0537489106318234,-3.2905267314918945,1.825006821146403,2.5121443279304683,-0.7257370241008051,-1.6645628612027217,1.3165187184182598,-2.878161739095483,-3.2905267314918945,2.197286376641052,-2.3263478740408408,-1.911035647549118,0.8064212470182404,0.4676987991145084,-3.2905267314918945,1.3285393288568093
15,-2.3263478740408408,-2.3263478740408408,-0.4343972422597813,0.7721932141886848,0.7587535445043706,-2.3263478740408408,0.7789655643475452,1.0110343281418166,1.2815515655446004,-1.6072478919002182,0.34246630146539064,0.1155615971053833,1.825006821146403,0.6128129910166272,0.8927333243208563,0.010026681100274763,-1.3658055625722725,3.2905267314919247
16,0.4565423838398403,0.4565423838398403,1.0194276182343704,0.9541652531461944,-0.4845437824410791,0.4565423838398403,1.2590839804270717,0.2481737184593125,-1.6257633862332344,0.4565423838398403,1.3531741545480032,0.565108452006584,0.02506890825871106,0.3371550769952773,1.6849407678719155,-0.4070108762644656,1.911035647549118,1.825006821146403
17,0.005013277548926657,0.005013277548926657,3.2905267314919247,2.408915545815461,-0.21213719831752406,0.005013277548926657,2.878161739095483,3.2905267314919247,-1.18504412790781,2.878161739095483,1.6849407678719155,0.8705498301956539,-1.293031976144242,-2.878161739095483,1.5547735945968535,-2.257129244486225,-0.7789655643475452,1.0625193022708668
18,-0.7192287304399239,-0.7192287304399239,0.5359400266474905,0.6188730405486286,1.0364333894937898,-0.7192287304399239,0.07024331382191673,0.4454425062917199,1.3165187184182598,0.9781502862624716,0.8064212470182404,0.4343972422597811,2.878161739095483,2.652069807902196,2.878161739095483,-0.005013277548926657,3.2905267314919247,1.446632067158978
