,combhubs_global,Hippocampus_global,Hippocampus_L_global,Hippocampus_R_global,diffhubs_global,TPJ_L_global,TPJ_R_global,diffhubs_ns_global,dmPFC_L_global,dmPFC_R_global,lPFC_L_global,lPFC_R_global
0,4.0,2.878161739095483,2.6520698079021954,4.0,1.1749867920660904,2.197286376641052,0.3584587932511938,1.7279343223884185,4.0,1.825006821146403,1.8807936081512509,-1.5062617232782445
1,0.8416212335729143,-2.878161739095483,-2.6520698079021954,-1.75068607125217,-0.31600330441248287,-1.2590839804270721,0.10547362176886818,4.0,1.5892675570513932,4.0,2.878161739095483,1.446632067158978
2,1.3165187184182598,-2.5121443279304616,-4.0,-1.7991181068379674,-1.8521798587690466,-0.36917136250308963,-1.880793608151251,0.9153650878428138,2.3263478740408408,0.5709994731129873,1.3917437793963248,-0.8559959854926819
3,1.6072478919002173,-0.5828415072712162,0.22754497664114934,-1.3165187184182603,-4.0,-1.9431337511050666,-4.0,2.6520698079021954,2.5121443279304683,1.8807936081512509,2.144410620911842,0.7520849066954914
4,-0.6557266787982536,1.0278933458021426,1.446632067158978,0.478913734112256,1.6645628612027221,1.5381988585840638,1.2159604197073188,-1.7991181068379674,-0.8778962950512288,-2.2571292444862254,0.9620987539131421,-0.9700932766287369
5,1.9431337511050681,-0.31600330441248287,0.07024331382191673,-0.6682092997257233,-4.0,-0.518656932080391,-4.0,1.1650469223056024,1.1169867278766101,1.3165187184182598,4.0,-2.2571292444862254
6,1.2480848111275475,0.3584587932511938,0.1155615971053833,0.606775363514265,-2.6520698079021954,-4.0,-1.5381988585840642,1.1358962211673123,0.8133803882134043,2.144410620911842,-1.4186537061727378,-1.3046853852287894
7,0.8487866859159671,0.39072570019687003,-0.1155615971053833,0.7995009431327363,0.1916709022484202,0.27931903444745415,0.09539636905689176,1.195222781437427,2.096927429164342,0.6807969187645748,0.08532879488562917,0.6007597742493187
8,-0.5828415072712162,-0.6744897501960817,0.045134628481421316,-1.2930319761442421,0.994457883209753,0.0,1.2815515655446004,-0.6128129910166272,-1.589267557051392,-1.2372345991628273,0.30023225938072184,1.5892675570513932
9,1.4050715603096329,0.015040336678635672,1.1263911290388007,-1.0625193022708668,-1.3285393288568095,-1.1650469223056024,-1.1552208466119516,4.0,1.1358962211673123,2.144410620911842,0.37992646704130745,4.0
10,2.408915545815461,-1.7991181068379674,-1.911035647549118,-0.986271298702238,2.878161739095483,2.878161739095483,2.0537489106318225,4.0,1.9431337511050681,2.878161739095483,1.825006821146403,2.408915545815461
11,2.197286376641052,1.3407550336902165,1.7506860712521692,0.7654560966908779,-4.0,-0.5301614450555194,-4.0,4.0,2.408915545815461,2.3263478740408408,-1.2590839804270721,2.878161739095483
